Stock 1,Stock 2,Beta,ADF stat,Crit value,Half life
EVRG,PPL,0.5514540083543812,-3.6819647714198545,-3.4569962781990573,6.399209441803736
CINF,FISV,1.629413904953164,-3.675668995513529,-3.4566744514553016,6.493235144723989
PKG,RF,0.10292428474399234,-3.6739125763927842,-3.4578942529658563,5.675345271910688
AFL,IRM,1.540302146862035,-3.665634538070518,-3.4569962781990573,6.574114293876765
AXP,FIX,2.2353824027909965,-3.6642175501306147,-3.4566744514553016,6.523840173376914
AEE,PNC,2.354542010609143,-3.659246489496961,-3.4566744514553016,6.795116540346523
AMP,FIX,1.2793387052521783,-3.6580650832466612,-3.4566744514553016,7.210926097656031
OKE,PNC,1.6219758055786646,-3.6535283417302775,-3.4566744514553016,7.180869417644534
KKR,OKE,0.5248982904201229,-3.650780522390498,-3.4569962781990573,7.05797700487288
OKE,PH,5.322914715579272,-3.6484677106706784,-3.4566744514553016,7.090994410636671
CVNA,LII,1.0616627458239614,-3.648394272893678,-3.4566744514553016,6.842346674255589
COF,RJF,0.9062428173038459,-3.64816859482818,-3.4566744514553016,6.829498801753696
HWM,NI,0.20076349138420502,-3.647829708989649,-3.4566744514553016,7.271692134705899
OKE,SPG,1.1231801918704245,-3.647553450225856,-3.4566744514553016,6.833964312848909
KKR,TRGP,1.4615394993974946,-3.6405586754210164,-3.4566744514553016,6.8494047161386
TYL,VTR,0.10220166147190711,-3.6389085457216446,-3.4566744514553016,8.869274240167847
PNC,TRGP,1.5678146705862401,-3.638216265727757,-3.4566744514553016,7.678522116483317
MS,SYF,0.5962325542212554,-3.6376736231171027,-3.4566744514553016,7.726874324356578
CFG,CINF,2.751239370530877,-3.636888292456281,-3.4566744514553016,7.214874009246069
CVNA,ISRG,0.9023586205197628,-3.6323790803249256,-3.4566744514553016,7.280768757075948
KMI,NTRS,2.5595396468668823,-3.6321970248271778,-3.4566744514553016,7.0654174727599015
AEE,CINF,1.6923599084924594,-3.631829708353156,-3.458128284586202,5.178665991348632
PNC,SRE,0.342728986727029,-3.6310059721029995,-3.4566744514553016,6.901295076647373
FICO,RF,0.006514928516089081,-3.6307595153467944,-3.4566744514553016,7.137772296258081
ADP,BX,0.911996329653745,-3.629901196174145,-3.4566744514553016,7.628232426953569
CFG,TRGP,6.284930067402221,-3.627738432364434,-3.4566744514553016,7.1171198553543045
ADP,BLK,4.109122444846617,-3.627653771196764,-3.4566744514553016,7.245373417842129
AFL,CMS,0.40580813340718674,-3.627482087504933,-3.4569962781990573,5.120502814943175
KKR,MTB,1.1015749063145934,-3.626943234772215,-3.457215237265747,6.929592569792855
SRE,TMUS,3.5849339139312058,-3.6226462120870075,-3.4566744514553016,7.379514661793549
DUK,SO,0.9267788350455997,-3.621236765733205,-3.4566744514553016,7.123148240860441
CINF,CVNA,4.231954795227738,-3.6177333330047143,-3.4566744514553016,6.924284023710974
ESS,SO,0.3007172169973199,-3.6174297249577103,-3.456780859712,7.845668204365978
MMM,PM,0.6950971015132033,-3.616415563722262,-3.4566744514553016,6.956377254737936
ISRG,NI,0.06272044807511987,-3.6162774168184306,-3.457105309726321,6.691635993310008
WMB,WMT,1.620410482197905,-3.611279338010134,-3.4575505077947746,13.983907324686346
PCG,SRE,4.557606398875992,-3.610853441039294,-3.4566744514553016,6.950669791800196
CTAS,FITB,0.18137603535955613,-3.609704389092464,-3.4566744514553016,6.270340522393114
CTAS,PNW,0.34698717322253403,-3.608819974651135,-3.4566744514553016,6.598760200669844
GLW,ISRG,8.860889574006759,-3.60872479871565,-3.4566744514553016,7.438408464789614
MTB,SRE,0.27508001081616806,-3.6044448323526868,-3.4566744514553016,7.0749382472953
AMP,IBKR,0.12105757280630922,-3.602685484055768,-3.456780859712,7.934616632574872
AFL,UDR,0.28018150325429936,-3.6019654771015084,-3.4569962781990573,6.484288823403331
LII,MO,0.07456590588684087,-3.600377835295618,-3.458010773719797,4.892905735627631
BRK-B,HIG,0.3401935266151165,-3.600083608794089,-3.4566744514553016,6.82707133442161
MCO,UDR,0.07897862365823652,-3.5993107001156983,-3.4566744514553016,7.1811187703754875
NTRS,SYF,0.9255436229967695,-3.5984881246181057,-3.4573260719088132,6.295609749583064
DOV,EME,5.319489187188459,-3.5968820248573836,-3.4578942529658563,3.678472683157994
ARES,GEV,4.2716638766942205,-3.5935840752160675,-3.4648754262570978,5.477031234250194
SPG,TMUS,1.8592284877661505,-3.5932007578621836,-3.4568881317725864,4.464073919588223
CBRE,CINF,0.7521403409344021,-3.5925069745302354,-3.4568881317725864,4.442669289548382
LII,WELL,0.23074409046150296,-3.5921765806865626,-3.4566744514553016,7.065809264667184
AEE,PKG,2.842800740998923,-3.586539944116103,-3.4566744514553016,8.390499667906012
ISRG,WELL,0.2710513322176217,-3.585108599138111,-3.4566744514553016,7.668044215664506
NDAQ,WEC,0.9193184658240214,-3.5837631863086625,-3.4566744514553016,8.169705699987997
RTX,SO,0.6387353762911991,-3.583430474412354,-3.4566744514553016,7.595048390883651
MAA,PNW,0.5994171203433103,-3.583110135238564,-3.4566744514553016,7.091907953520128
KKR,TMUS,1.1762743949972616,-3.5822923631727526,-3.4566744514553016,7.555343335842376
BKR,MS,3.406603440288067,-3.581878640670436,-3.4566744514553016,7.209493914744934
LII,ZBRA,0.6311445354296177,-3.5804891672081274,-3.4566744514553016,6.927943022312818
CPT,PM,1.3032903076521016,-3.579277445219423,-3.456780859712,8.186818756763635
EIX,EQR,0.7893158162542617,-3.57866518597945,-3.4566744514553016,7.365290664899231
CINF,HBAN,0.10528154183196106,-3.578598323173027,-3.4566744514553016,7.287337381667344
BK,CINF,1.5247634584369916,-3.5776782076591247,-3.4566744514553016,7.1348650822842075
KKR,SPG,0.6123162138105815,-3.5769165454315,-3.4568881317725864,4.612404384919845
GS,ZBRA,0.663750680915146,-3.576624983123636,-3.4566744514553016,7.034709285263599
ICE,IRM,1.461535312319957,-3.572849594150521,-3.4566744514553016,7.01546362058111
AFL,EQR,0.4637309848768122,-3.572620452037891,-3.4566744514553016,7.139078427223058
DGX,EIX,0.5871547899231653,-3.5717169517934906,-3.4566744514553016,7.303616406764871
FIS,TT,5.56011144968271,-3.563760842598092,-3.4566744514553016,7.1533298955045765
NI,SPG,3.3635725500126616,-3.561462423966539,-3.4566744514553016,7.132444993365436
GS,SRE,0.10132968208157062,-3.5606741648940785,-3.4568881317725864,6.958393649047604
ETR,PNC,2.1500238718948097,-3.559685283860649,-3.4566744514553016,6.615904141005434
COF,UAL,1.02347650334733,-3.5577810845481723,-3.4566744514553016,6.793098867931187
BRO,WELL,1.4684947268004696,-3.5480679842066967,-3.4566744514553016,9.068853659386235
EBAY,FIS,1.0779723099358969,-3.5451658821902465,-3.4566744514553016,7.267665477976589
PKG,ZBRA,1.8299747303066027,-3.543810937286567,-3.4566744514553016,7.204099275897918
ATO,BK,0.7300503319333205,-3.543730688776979,-3.4566744514553016,8.031737138626184
ATO,STT,0.7232211269171043,-3.542051046118652,-3.4569962781990573,12.278665944982263
ARES,PNR,0.6051607099361069,-3.541807895321364,-3.4566744514553016,6.942823907268381
HWM,MO,0.27560785089399775,-3.538787420178641,-3.4566744514553016,7.4296218912524985
AMP,COF,0.29959041814837434,-3.5385628222246743,-3.456780859712,8.414463713222782
CFG,PNW,1.579967876448013,-3.5355198184333743,-3.4566744514553016,6.964292484568683
CMI,PNR,0.2856874828428026,-3.5338867064490533,-3.456780859712,5.664119603897599
DUK,UDR,0.3771407070572565,-3.5318284417659873,-3.456780859712,7.948006045127947
FE,LMT,20.233354804736972,-3.5306462976519475,-3.4566744514553016,7.455764054521058
ARES,HLT,1.072320156176077,-3.529381302621457,-3.4566744514553016,7.2790880570481775
PEG,ZBRA,4.136768758940612,-3.5292405307423085,-3.4566744514553016,6.982512830170662
CINF,MTB,1.678635589373314,-3.5281290732254815,-3.4566744514553016,7.6689582066265976
ATO,FICO,29.910562463738824,-3.526564670791764,-3.4566744514553016,7.748927102881167
FITB,ZBRA,10.221151576635627,-3.523745140002767,-3.4566744514553016,6.931254979880438
FOXA,STT,1.4397744131544594,-3.5236729943234137,-3.456780859712,9.155870161453509
GS,TRGP,0.47182881075395555,-3.521255915392792,-3.4566744514553016,7.397624284778397
ARES,SYF,0.47808237517689567,-3.5197649975653023,-3.4566744514553016,7.599115047686493
AXP,WMT,0.36549969244874003,-3.517459937480165,-3.4566744514553016,7.469655026351411
CB,HIG,0.5617563585193175,-3.513366201017785,-3.4566744514553016,7.327735571910804
NDAQ,STT,1.0712398455371155,-3.51313084887184,-3.456780859712,9.648126057358088
BRK-B,PGR,0.8112237076486895,-3.5129615458612165,-3.4566744514553016,7.322831367129164
CVNA,PNC,0.29936425101057895,-3.5120338696596503,-3.4566744514553016,7.664586249923354
NTRS,PKG,2.515745868286515,-3.511733289911384,-3.4566744514553016,8.76779569408575
ATO,MTB,1.9778388660554542,-3.5100574034914467,-3.4566744514553016,7.418947145784284
EBAY,PEG,1.3833508522538085,-3.510048927368856,-3.4566744514553016,7.3719308429223664
LII,PEG,0.14500547000679184,-3.5084319948904175,-3.4566744514553016,7.3493469165760015
FICO,FITB,0.010963434205025196,-3.5045696759951905,-3.4566744514553016,7.3578749130799945
BLK,BX,0.21758036607854814,-3.503488903872947,-3.456780859712,8.678394806867457
BRO,IRM,1.6519331214521218,-3.4981183062304453,-3.4566744514553016,8.392176310316971
FITB,SRE,1.5683009660789118,-3.4978966363690636,-3.4566744514553016,7.253500706518661
EVRG,UDR,0.6720555069535512,-3.4970788998426894,-3.456780859712,9.538329239714244
BX,PNR,0.481185872582419,-3.496216927804849,-3.4566744514553016,9.236209121029164
FITB,WELL,3.7307335177118404,-3.4926633445889506,-3.4566744514553016,7.368854588193673
MSI,PPL,0.04659422249157748,-3.492307942216187,-3.456780859712,7.348284696749437
MSI,PEG,0.17930242618169798,-3.4907190009305906,-3.457105309726321,9.69428556470094
BK,OKE,1.2519136015588543,-3.488289416082759,-3.4578942529658563,11.969788844763182
MTB,TRGP,1.2699054414210136,-3.487590461503541,-3.4566744514553016,7.708539218201704
FIS,PEG,1.2217054030333094,-3.4851226382557727,-3.4566744514553016,7.5749002627389785
FIX,PNR,0.1445520344891096,-3.484777588094561,-3.4566744514553016,7.621111311978106
KKR,TPL,4.268730847405918,-3.4839711691884276,-3.4578942529658563,7.3435762470220345
CVNA,MS,0.21795913143383264,-3.477220404696028,-3.4566744514553016,7.402214463651857
EVRG,NI,0.7764005283720837,-3.473425069059931,-3.4569962781990573,11.43899310366721
ESS,PNW,0.29748155575989244,-3.471258541300379,-3.4566744514553016,7.558693152117901
AMP,NTRS,0.16144169777428097,-3.4704673879432306,-3.456780859712,6.08552187536982
AJG,TYL,3.040547510079726,-3.4698385578076767,-3.4566744514553016,7.61360072262741
CVNA,JCI,0.12964900966095605,-3.468320437138567,-3.4566744514553016,7.516721014646526
CINF,SPG,0.9314801592639621,-3.4650082725680518,-3.457437824930831,4.425309331893949
APP,BKNG,5.749693422217344,-3.4644612246463975,-3.4566744514553016,7.37473047543875
FOXA,KKR,3.436615991683474,-3.4624805716491913,-3.4569962781990573,9.05525781090422
AVB,MCO,2.028676658013383,-3.4569418561850016,-3.4566744514553016,7.78865592367764
CVNA,TT,0.7334688660108506,-3.45631264266461,-3.4566744514553016,8.363128845175554
GS,WMB,0.1027515303241181,-3.456211160680119,-3.4566744514553016,7.568755658379357
ARES,KMI,0.18578451805662666,-3.4491281990981224,-3.4566744514553016,8.343587801437796
D,DTE,1.6230473405297228,-3.4481157641952938,-3.4566744514553016,7.483804072717521
GRMN,GS,2.40434963004539,-3.446197016354942,-3.457215237265747,5.863288049243762
HLT,NFLX,0.5277420865210853,-3.4434447727132693,-3.4566744514553016,7.22730870703583
KEY,MTB,14.270591006760224,-3.4433484901193063,-3.4566744514553016,7.6978547339735295
AFL,PM,1.19173357496309,-3.4415612325390597,-3.4566744514553016,7.533985758332239
ATO,PKG,1.9207790957399733,-3.439963970255333,-3.4568881317725864,9.452459136101956
BLK,ETR,0.08641524203416966,-3.4386484744805745,-3.4566744514553016,7.552808610984442
FITB,OKE,2.6095099129427526,-3.4371725604906214,-3.4566744514553016,7.3516872864649585
ADP,PNR,0.4588502893171901,-3.435501072314144,-3.4566744514553016,7.706331913061708
BX,GEV,2.9526381288260866,-3.435347341356693,-3.4654311561944873,8.629556841363508
PNC,TMUS,1.2789138417430927,-3.4347692959954492,-3.4566744514553016,7.735446120345456
BX,KKR,0.9503552979112339,-3.432900876735088,-3.4566744514553016,11.564509843823476
EME,NRG,0.1694691544743973,-3.432200659291932,-3.4566744514553016,7.701663598392458
AXP,OKE,0.3592231318230964,-3.4294355608552145,-3.4566744514553016,7.836760227458638
